Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M8GD Metal-24xl,m8gd.metal-24xl,,General purpose,,384 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$5.5354 hourly,,$1.5599 hourly,,
M8GD Metal-48xl,m8gd.metal-48xl,,General purpose,,768 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$11.0707 hourly,,$2.1995 hourly,,
M8GD Extra Large,m8gd.xlarge,,General purpose,,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2306 hourly,,$0.0935 hourly,,
M8GN 12xlarge Extra Large,m8gn.12xlarge,"1,375,161.152",General purpose,289.0 fps,192 GiB,48 vCPUs,EBS only,150 Gigabit,$3.492 hourly,,$0.8835 hourly,,
M8GN 16xlarge Extra Large,m8gn.16xlarge,"1,925,825.623",General purpose,295.0 fps,256 GiB,64 vCPUs,EBS only,200 Gigabit,$4.656 hourly,,$1.3188 hourly,,
M8GN 24xlarge,m8gn.24xlarge,"2,929,285.224",General purpose,297.0 fps,384 GiB,96 vCPUs,EBS only,300 Gigabit,$6.984 hourly,,$2.208 hourly,,
M8GN Double Extra Large,m8gn.2xlarge,"243,494.141",General purpose,88.0 fps,32 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.582 hourly,,$0.248 hourly,,
M8GN 48xlarge,m8gn.48xlarge,"5,357,516.568",General purpose,117.0 fps,768 GiB,192 vCPUs,EBS only,600 Gigabit,$13.968 hourly,,$3.8584 hourly,,
M8GN Quadruple Extra Large,m8gn.4xlarge,"478,111.46",General purpose,161.0 fps,64 GiB,16 vCPUs,EBS only,50 Gigabit,$1.164 hourly,,$0.3761 hourly,,
M8GN Eight Extra Large,m8gn.8xlarge,"998,050.682",General purpose,186.0 fps,128 GiB,32 vCPUs,EBS only,100 Gigabit,$2.328 hourly,,$0.6631 hourly,,
M8GN Large,m8gn.large,"59,435.364",General purpose,22.0 fps,8 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1455 hourly,,$0.0642 hourly,,
M8GN Medium,m8gn.medium,"30,369.752",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0728 hourly,,$0.0192 hourly,,
M8GN Extra Large,m8gn.xlarge,"125,657.74",General purpose,45.0 fps,16 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.291 hourly,,$0.1311 hourly,,
M8I-FLEX 12xlarge Extra Large,m8i-flex.12xlarge,"1,114,464.825",General purpose,262.0 fps,192 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,$2.4132 hourly,,$0.7421 hourly,$4.5108 hourly,
M8I-FLEX 16xlarge Extra Large,m8i-flex.16xlarge,"1,480,967.257",General purpose,263.0 fps,256 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,$3.2176 hourly,,$0.9648 hourly,$6.0144 hourly,
M8I-FLEX Double Extra Large,m8i-flex.2xlarge,"191,563.236",General purpose,75.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4022 hourly,,$0.1755 hourly,$0.7518 hourly,
M8I-FLEX Quadruple Extra Large,m8i-flex.4xlarge,"367,830.185",General purpose,144.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.8044 hourly,,$0.307 hourly,$1.5036 hourly,
M8I-FLEX Eight Extra Large,m8i-flex.8xlarge,"752,085.863",General purpose,229.0 fps,128 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,$1.6088 hourly,,$0.6265 hourly,$3.0072 hourly,
M8I-FLEX Large,m8i-flex.large,"44,411.547",General purpose,19.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1006 hourly,,$0.0346 hourly,$0.188 hourly,
M8I-FLEX Extra Large,m8i-flex.xlarge,"99,345.972",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2011 hourly,,$0.0812 hourly,$0.3759 hourly,
M8I 12xlarge Extra Large,m8i.12xlarge,"1,109,527.295",General purpose,281.0 fps,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.5402 hourly,,$1.0102 hourly,$4.7482 hourly,
M8I 16xlarge Extra Large,m8i.16xlarge,"1,612,496.851",General purpose,284.0 fps,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.3869 hourly,,$1.3224 hourly,$6.3309 hourly,
M8I 24xlarge,m8i.24xlarge,"2,193,157.805",General purpose,303.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.0803 hourly,,$2.1095 hourly,$9.4963 hourly,
M8I Double Extra Large,m8i.2xlarge,"196,858.467",General purpose,76.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4234 hourly,,$0.1928 hourly,$0.7914 hourly,
M8I 32xlarge,m8i.32xlarge,"2,992,751.929",General purpose,314.0 fps,512 GiB,128 vCPUs,EBS only,50 Gigabit,$6.7738 hourly,,$2.9069 hourly,$12.6618 hourly,
M8I 48xlarge,m8i.48xlarge,"4,350,042.481",General purpose,309.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,$10.1606 hourly,,$2.7834 hourly,$18.9926 hourly,
M8I Quadruple Extra Large,m8i.4xlarge,"393,587.799",General purpose,141.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.8467 hourly,,$0.3905 hourly,$1.5827 hourly,
M8I Eight Extra Large,m8i.8xlarge,"765,153.629",General purpose,239.0 fps,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.6934 hourly,,$0.8004 hourly,$3.1654 hourly,
M8I 96xlarge,m8i.96xlarge,"8,717,366.629",General purpose,309.0 fps,1536 GiB,384 vCPUs,EBS only,100 Gigabit,$20.3213 hourly,,$6.4992 hourly,$37.9853 hourly,
M8I Large,m8i.large,"44,021.35",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1058 hourly,,$0.0457 hourly,$0.1978 hourly,
M8I Metal-48xl,m8i.metal-48xl,"4,685,212.299",General purpose,298.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,$10.1606 hourly,,$2.7001 hourly,$18.9926 hourly,
M8I Metal-96xl,m8i.metal-96xl,"9,221,902.017",General purpose,253.0 fps,1536 GiB,384 vCPUs,EBS only,100 Gigabit,$20.3213 hourly,,$5.4118 hourly,$37.9853 hourly,
M8I Extra Large,m8i.xlarge,"88,967.972",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2117 hourly,,$0.0909 hourly,$0.3957 hourly,
MAC-M4 Metal,mac-m4.metal,,General purpose,,24 GiB,10 vCPUs,1900 GB NVMe SSD,10 Gigabit,,,,,
MAC-M4MAX Metal,mac-m4max.metal,,General purpose,,128 GiB,16 vCPUs,EBS only,10 Gigabit,,,,,
MAC-M4PRO Metal,mac-m4pro.metal,,General purpose,,48 GiB,14 vCPUs,1900 GB NVMe SSD,10 Gigabit,,,,,
MAC1 Metal,mac1.metal,,General purpose,,32 GiB,12 vCPUs,EBS only,25 Gigabit,,,,,
MAC2-M1ULTRA Metal,mac2-m1ultra.metal,,General purpose,,128 GiB,20 vCPUs,EBS only,10 Gigabit,,,,,
MAC2-M2 Metal,mac2-m2.metal,,General purpose,,24 GiB,8 vCPUs,EBS only,10 Gigabit,,,,,
MAC2-M2PRO Metal,mac2-m2pro.metal,,General purpose,,32 GiB,12 vCPUs,EBS only,10 Gigabit,,,,,
MAC2 Metal,mac2.metal,,General purpose,,16 GiB,8 vCPUs,EBS only,10 Gigabit,,,,,
P2 General Purpose GPU 16xlarge Extra Large,p2.16xlarge,,GPU instance,,732 GiB,64 vCPUs,EBS only,20 Gigabit,$14.40 hourly,,,$17.344 hourly,
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,,GPU instance,,488 GiB,32 vCPUs,EBS only,10 Gigabit,$7.20 hourly,,,$8.672 hourly,
P2 General Purpose GPU Extra Large,p2.xlarge,,GPU instance,,61 GiB,4 vCPUs,EBS only,High,$0.90 hourly,,,$1.084 hourly,
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,,GPU instance,,488 GiB,64 vCPUs,EBS only,25 Gigabit,$24.48 hourly,,$2.6782 hourly,$27.424 hourly,
P3 High Performance GPU Double Extra Large,p3.2xlarge,,GPU instance,,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$3.06 hourly,,$0.374 hourly,$3.428 hourly,
P3 High Performance GPU Eight Extra Large,p3.8xlarge,,GPU instance,,244 GiB,32 vCPUs,EBS only,10 Gigabit,$12.24 hourly,,$1.413 hourly,$13.712 hourly,
P3DN 24xlarge,p3dn.24xlarge,"1,323,529.412",GPU instance,162.0 fps,768 GiB,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,$31.212 hourly,$19.215 hourly,$5.9627 hourly,$35.628 hourly,$23.631 hourly
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,"1,593,360.996",GPU instance,,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,$21.9576 hourly,$13.9211 hourly,$2.4782 hourly,,
P4DE 24xlarge,p4de.24xlarge,"1,557,493.409",GPU instance,,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,$27.4471 hourly,$17.4014 hourly,$8.4872 hourly,,
P5 48xlarge,p5.48xlarge,"3,900,325.027",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$55.04 hourly,,$17.5306 hourly,,
P5 Quadruple Extra Large,p5.4xlarge,,GPU instance,,256 GiB,16 vCPUs,3800 GB NVMe SSD,100 Gigabit,$6.88 hourly,,,$7.616 hourly,
P5e High Performance Computing GPU 48xlarge,p5e.48xlarge,"3,884,477.265",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,,,,,
P5en High Performance Computing GPU 48xlarge,p5en.48xlarge,,GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$63.296 hourly,,$16.3254 hourly,,
P6-B200 High Performance and Machine Learning GPU 48xlarge,p6-b200.48xlarge,"3,990,024.938",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$113.9328 hourly,,$21.7461 hourly,,
P6-B300 48xlarge,p6-b300.48xlarge,,GPU instance,,4096 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),6400 Gigabit,,,,,
P6E-GB200 36xlarge,p6e-gb200.36xlarge,,GPU instance,,960 GiB,144 vCPUs,EBS only,1700 Gigabit,,,,,
R3 High-Memory Double Extra Large,r3.2xlarge,"119,290.223",Memory optimized,42.0 fps,61 GiB,8 vCPUs,160 GB SSD,High,$0.665 hourly,$0.418 hourly,$0.1912 hourly,$1.045 hourly,$0.824 hourly
R3 High-Memory Quadruple Extra Large,r3.4xlarge,"237,154.15",Memory optimized,78.0 fps,122 GiB,16 vCPUs,320 GB SSD,High,$1.33 hourly,$0.836 hourly,$0.3927 hourly,$1.944 hourly,$1.49 hourly
R3 High-Memory Eight Extra Large,r3.8xlarge,"480,408.347",Memory optimized,141.0 fps,244 GiB,32 vCPUs,640 GB (2×320 GB SSD),10 Gigabit,$2.66 hourly,$1.672 hourly,$0.7448 hourly,$3.50 hourly,$1.989 hourly
R3 High-Memory Large,r3.large,"29,617.929",Memory optimized,11.0 fps,15.25 GiB,2 vCPUs,32 GB SSD,Moderate,$0.166 hourly,$0.105 hourly,$0.0515 hourly,$0.291 hourly,$0.238 hourly
R3 High-Memory Extra Large,r3.xlarge,"60,682.68",Memory optimized,22.0 fps,30.5 GiB,4 vCPUs,80 GB SSD,Moderate,$0.333 hourly,$0.209 hourly,$0.0933 hourly,$0.583 hourly,$0.428 hourly
R4 High-Memory 16xlarge Extra Large,r4.16xlarge,"1,122,216.377",Memory optimized,213.0 fps,488 GiB,64 vCPUs,EBS only,25 Gigabit,$4.256 hourly,$2.688 hourly,$1.2874 hourly,$7.20 hourly,$5.632 hourly
R4 High-Memory Double Extra Large,r4.2xlarge,"105,899.484",Memory optimized,34.0 fps,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.532 hourly,$0.336 hourly,$0.1773 hourly,$0.90 hourly,$0.704 hourly
R4 High-Memory Quadruple Extra Large,r4.4xlarge,"238,912.946",Memory optimized,79.0 fps,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.064 hourly,$0.672 hourly,$0.4045 hourly,$1.80 hourly,$1.408 hourly
R4 High-Memory Eight Extra Large,r4.8xlarge,"467,745.079",Memory optimized,127.0 fps,244 GiB,32 vCPUs,EBS only,10 Gigabit,$2.128 hourly,$1.344 hourly,$0.704 hourly,$3.60 hourly,$2.816 hourly
R4 High-Memory Large,r4.large,"26,099.439",Memory optimized,9.7 fps,15.25 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.133 hourly,$0.084 hourly,$0.0526 hourly,$0.225 hourly,$0.176 hourly
R4 High-Memory Extra Large,r4.xlarge,"54,704.595",Memory optimized,20.0 fps,30.5 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.266 hourly,$0.168 hourly,$0.1257 hourly,$0.45 hourly,$0.352 hourly
R5 12xlarge Extra Large,r5.12xlarge,"703,743.525",Memory optimized,158.0 fps,384 GiB,48 vCPUs,EBS only,12 Gigabit,$3.024 hourly,$1.905 hourly,$0.9119 hourly,$5.232 hourly,$4.113 hourly
R5 16xlarge Extra Large,r5.16xlarge,"928,657.799",Memory optimized,163.0 fps,512 GiB,64 vCPUs,EBS only,20 Gigabit,$4.032 hourly,$2.54 hourly,$0.79 hourly,$6.976 hourly,$5.484 hourly
R5 24xlarge,r5.24xlarge,"1,351,398.909",Memory optimized,177.0 fps,768 GiB,96 vCPUs,EBS only,25 Gigabit,$6.048 hourly,$3.81 hourly,$1.4899 hourly,$10.464 hourly,$8.226 hourly
R5 Double Extra Large,r5.2xlarge,"109,920.308",Memory optimized,39.0 fps,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.504 hourly,$0.318 hourly,$0.191 hourly,$0.872 hourly,$0.686 hourly
R5 Quadruple Extra Large,r5.4xlarge,"225,035.162",Memory optimized,77.0 fps,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.008 hourly,$0.635 hourly,$0.2781 hourly,$1.744 hourly,$1.371 hourly
R5 Eight Extra Large,r5.8xlarge,"449,290.963",Memory optimized,134.0 fps,256 GiB,32 vCPUs,EBS only,10 Gigabit,$2.016 hourly,$1.27 hourly,$0.5328 hourly,$3.488 hourly,$2.742 hourly
R5 Large,r5.large,"29,155.936",Memory optimized,11.0 fps,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.126 hourly,$0.079 hourly,$0.0429 hourly,$0.218 hourly,$0.171 hourly
R5 Metal,r5.metal,"1,310,893.387",Memory optimized,176.0 fps,768 GiB,96 vCPUs,EBS only,25 Gigabit,$6.048 hourly,$3.81 hourly,$1.786 hourly,$10.464 hourly,$8.226 hourly
R5 Extra Large,r5.xlarge,"58,306.205",Memory optimized,20.0 fps,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.252 hourly,$0.159 hourly,$0.0757 hourly,$0.436 hourly,$0.343 hourly
R5A 12xlarge Extra Large,r5a.12xlarge,"635,004.63",Memory optimized,107.0 fps,384 GiB,48 vCPUs,EBS only,10 Gigabit,$2.712 hourly,$1.709 hourly,$0.9852 hourly,$4.92 hourly,$3.917 hourly
R5A 16xlarge Extra Large,r5a.16xlarge,"825,593.395",Memory optimized,107.0 fps,512 GiB,64 vCPUs,EBS only,12 Gigabit,$3.616 hourly,$2.278 hourly,$0.9451 hourly,$6.56 hourly,$5.222 hourly
R5A 24xlarge,r5a.24xlarge,"1,175,174.44",Memory optimized,115.0 fps,768 GiB,96 vCPUs,EBS only,20 Gigabit,$5.424 hourly,$3.417 hourly,$1.6185 hourly,$9.84 hourly,$7.833 hourly
R5A Double Extra Large,r5a.2xlarge,"104,404.568",Memory optimized,37.0 fps,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.452 hourly,$0.285 hourly,$0.2294 hourly,$0.82 hourly,$0.653 hourly
R5A Quadruple Extra Large,r5a.4xlarge,"209,918.657",Memory optimized,67.0 fps,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.904 hourly,$0.57 hourly,$0.4084 hourly,$1.64 hourly,$1.306 hourly
R5A Eight Extra Large,r5a.8xlarge,"407,695.248",Memory optimized,99.0 fps,256 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$1.808 hourly,$1.139 hourly,$0.4993 hourly,$3.28 hourly,$2.611 hourly
R5A Large,r5a.large,"26,305.406",Memory optimized,9.6 fps,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.113 hourly,$0.071 hourly,$0.0484 hourly,$0.205 hourly,$0.163 hourly
R5A Extra Large,r5a.xlarge,"53,565.45",Memory optimized,19.0 fps,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.226 hourly,$0.142 hourly,$0.0895 hourly,$0.41 hourly,$0.326 hourly
R5AD 12xlarge Extra Large,r5ad.12xlarge,"617,178.124",Memory optimized,111.0 fps,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$3.144 hourly,$1.981 hourly,$1.2914 hourly,$5.352 hourly,$4.189 hourly
R5AD 16xlarge Extra Large,r5ad.16xlarge,"824,529.76",Memory optimized,117.0 fps,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$4.192 hourly,$2.641 hourly,$1.2087 hourly,$7.136 hourly,$5.585 hourly
R5AD 24xlarge,r5ad.24xlarge,"1,255,066.022",Memory optimized,112.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$6.288 hourly,$3.961 hourly,$1.8145 hourly,$10.704 hourly,$8.377 hourly
R5AD Double Extra Large,r5ad.2xlarge,"102,362.876",Memory optimized,37.0 fps,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.524 hourly,$0.33 hourly,$0.2772 hourly,$0.892 hourly,$0.698 hourly
R5AD Quadruple Extra Large,r5ad.4xlarge,"209,218.699",Memory optimized,68.0 fps,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.048 hourly,$0.66 hourly,$0.4819 hourly,$1.784 hourly,$1.396 hourly
R5AD Eight Extra Large,r5ad.8xlarge,"399,052.251",Memory optimized,100.0 fps,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$2.096 hourly,$1.32 hourly,$0.6391 hourly,$3.568 hourly,$2.792 hourly
R5AD Large,r5ad.large,"26,638.253",Memory optimized,9.6 fps,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.131 hourly,$0.083 hourly,$0.044 hourly,$0.223 hourly,$0.175 hourly
R5AD Extra Large,r5ad.xlarge,"51,880.674",Memory optimized,19.0 fps,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.262 hourly,$0.165 hourly,$0.0942 hourly,$0.446 hourly,$0.349 hourly
R5B 12xlarge Extra Large,r5b.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,12 Gigabit,$3.576 hourly,$2.2529 hourly,$1.5495 hourly,$5.784 hourly,$4.4609 hourly
R5B 16xlarge Extra Large,r5b.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,20 Gigabit,$4.768 hourly,$3.0038 hourly,$2.3661 hourly,$7.712 hourly,$5.9478 hourly
R5B 24xlarge,r5b.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,25 Gigabit,$7.152 hourly,$4.5058 hourly,$2.9429 hourly,$11.568 hourly,$4.5058 hourly
R5B Double Extra Large,r5b.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.596 hourly,$0.3755 hourly,$0.3647 hourly,$0.964 hourly,$0.3755 hourly
R5B Quadruple Extra Large,r5b.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.192 hourly,$0.751 hourly,$0.634 hourly,$1.928 hourly,$0.751 hourly
R5B Eight Extra Large,r5b.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,10 Gigabit,$2.384 hourly,$1.5019 hourly,$1.0219 hourly,$3.856 hourly,$1.5019 hourly
R5B Large,r5b.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.149 hourly,$0.0939 hourly,$0.0585 hourly,$0.241 hourly,$0.0939 hourly
R5B Metal,r5b.metal,,Memory optimized,,768 GiB,96 vCPUs,EBS only,25 Gigabit,$7.152 hourly,$4.5058 hourly,$2.434 hourly,$11.568 hourly,$8.9218 hourly
R5B Extra Large,r5b.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.298 hourly,$0.1877 hourly,$0.1583 hourly,$0.482 hourly,$0.1877 hourly
R5D 12xlarge Extra Large,r5d.12xlarge,"685,714.286",Memory optimized,159.0 fps,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$3.456 hourly,$2.177 hourly,$1.2531 hourly,$5.664 hourly,$4.385 hourly
R5D 16xlarge Extra Large,r5d.16xlarge,"919,188.051",Memory optimized,164.0 fps,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$4.608 hourly,$2.903 hourly,$1.0744 hourly,$7.552 hourly,$5.847 hourly
R5D 24xlarge,r5d.24xlarge,"1,345,951.63",Memory optimized,173.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.912 hourly,$4.355 hourly,$1.9364 hourly,$11.328 hourly,$8.771 hourly
R5D Double Extra Large,r5d.2xlarge,"116,138.398",Memory optimized,39.0 fps,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.576 hourly,$0.363 hourly,$0.3576 hourly,$0.944 hourly,$0.731 hourly
R5D Quadruple Extra Large,r5d.4xlarge,"232,862.757",Memory optimized,77.0 fps,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.152 hourly,$0.726 hourly,$0.5672 hourly,$1.888 hourly,$1.462 hourly
R5D Eight Extra Large,r5d.8xlarge,"467,085.097",Memory optimized,133.0 fps,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$2.304 hourly,$1.452 hourly,$0.8564 hourly,$3.776 hourly,$2.924 hourly
R5D Large,r5d.large,"28,203.441",Memory optimized,11.0 fps,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.144 hourly,$0.091 hourly,$0.0688 hourly,$0.236 hourly,$0.183 hourly
R5D Metal,r5d.metal,"1,303,816.379",Memory optimized,170.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.912 hourly,$4.355 hourly,$2.252 hourly,$11.328 hourly,$8.771 hourly
R5D Extra Large,r5d.xlarge,"58,662.495",Memory optimized,20.0 fps,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.288 hourly,$0.181 hourly,$0.187 hourly,$0.472 hourly,$0.365 hourly
R5DN 12xlarge Extra Large,r5dn.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),50 Gigabit,$4.008 hourly,$2.525 hourly,$1.2257 hourly,$6.216 hourly,$4.733 hourly
R5DN 16xlarge Extra Large,r5dn.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,$5.344 hourly,$3.367 hourly,$0.8998 hourly,$8.288 hourly,$6.311 hourly
R5DN 24xlarge,r5dn.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,$8.016 hourly,$5.05 hourly,$1.7855 hourly,$12.432 hourly,$9.466 hourly
R5DN Double Extra Large,r5dn.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,$0.668 hourly,$0.421 hourly,$0.3347 hourly,$1.036 hourly,$0.789 hourly
R5DN Quadruple Extra Large,r5dn.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,$1.336 hourly,$0.842 hourly,$0.5473 hourly,$2.072 hourly,$1.578 hourly
R5DN Eight Extra Large,r5dn.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),25 Gigabit,$2.672 hourly,$1.683 hourly,$0.8823 hourly,$4.144 hourly,$3.155 hourly
R5DN Large,r5dn.large,,Memory optimized,,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,$0.167 hourly,$0.105 hourly,$0.0478 hourly,$0.259 hourly,$0.197 hourly
R5DN Metal,r5dn.metal,,Memory optimized,,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,$8.016 hourly,$5.05 hourly,$2.0907 hourly,$12.432 hourly,$9.466 hourly
R5DN Extra Large,r5dn.xlarge,,Memory optimized,,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,$0.334 hourly,$0.21 hourly,$0.1486 hourly,$0.518 hourly,$0.394 hourly
R5N 12xlarge Extra Large,r5n.12xlarge,"719,172.951",Memory optimized,158.0 fps,384 GiB,48 vCPUs,EBS only,50 Gigabit,$3.576 hourly,$2.253 hourly,$1.0525 hourly,$5.784 hourly,$4.461 hourly
R5N 16xlarge Extra Large,r5n.16xlarge,"911,940.724",Memory optimized,160.0 fps,512 GiB,64 vCPUs,EBS only,75 Gigabit,$4.768 hourly,$3.004 hourly,$1.2413 hourly,$7.712 hourly,$5.948 hourly
R5N 24xlarge,r5n.24xlarge,"1,355,214.399",Memory optimized,176.0 fps,768 GiB,96 vCPUs,EBS only,100 Gigabit,$7.152 hourly,$4.506 hourly,$2.196 hourly,$11.568 hourly,$8.922 hourly
R5N Double Extra Large,r5n.2xlarge,"122,906.745",Memory optimized,47.0 fps,64 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.596 hourly,$0.375 hourly,$0.298 hourly,$0.964 hourly,$0.743 hourly
R5N Quadruple Extra Large,r5n.4xlarge,"223,630.265",Memory optimized,77.0 fps,128 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,$1.192 hourly,$0.751 hourly,$0.4624 hourly,$1.928 hourly,$1.487 hourly
R5N Eight Extra Large,r5n.8xlarge,"448,514.296",Memory optimized,135.0 fps,256 GiB,32 vCPUs,EBS only,25 Gigabit,$2.384 hourly,$1.502 hourly,$0.6564 hourly,$3.856 hourly,$2.974 hourly
R5N Large,r5n.large,"30,237.363",Memory optimized,12.0 fps,16 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.149 hourly,$0.094 hourly,$0.0482 hourly,$0.241 hourly,$0.186 hourly
R5N Metal,r5n.metal,"1,321,767.865",Memory optimized,176.0 fps,768 GiB,96 vCPUs,EBS only,100 Gigabit,$7.152 hourly,$4.506 hourly,$1.1418 hourly,$11.568 hourly,$8.922 hourly
